tok,weight
('(', '知々夫国造'),-9.0
Imadegawa-kochi,0.0
('are', 'not'),7.0
Kiyotakigawa,0.0
('Mukaijima', 'Station'),-1.0
('Seiji', 'yoryaku'),0.0
Tadahira,4.0
('A', 'reijo'),0.0
('top', 'disciples'),4.0
('-November', '26'),1.0
('artists', "'"),-1.0
('Prince', 'Yoshimune'),0.0
('February', '15'),5.0
Tonan,1.0
('dealing', 'in'),-1.0
('18mm', 'in'),0.0
('will', 'describe'),-1.0
('Hida', 'Takayama'),0.0
('in', 'January'),-2.0
('a', 'vogue'),0.0
('posts', 'to'),0.0
('Munemitsu', 'MUTSU'),3.0
('Year', 'is'),-2.0
Chronologies,-2.0
('other', 'ingredients'),-1.0
('Japanese', 'businessman'),4.0
('and', 'mannerisms'),2.0
('Saga-Arashiyama', 'Station'),0.0
rise,-2.0
('fall', 'of'),-2.0
skating,0.0
('handle', '.'),-3.0
('Undo', 'or'),-1.0
('businessman', 'Tokushichi'),-2.0
('Island', 'Government'),0.0
('a', 'political'),-43.0
('company', 'founded'),0.0
('5', 'October'),1.0
('sacred', 'Kannon'),0.0
('(', 'Dragon'),5.0
('Murakami', '.'),0.0
Otagi,0.0
('the', 'Shoshi'),1.0
('Asahi-mura', ','),3.0
('(', 'Kudonshittaruta'),-1.0
('(', 'playwright'),1.0
jar,-2.0
kuni,-46.0
('does', 'so'),-1.0
('painting', 'newly'),0.0
('at', 'temples'),-1.0
('critique', 'by'),0.0
('a', 'parody'),3.0
('AD', '.'),0.0
('police', 'power'),-2.0
Oshikuma,0.0
post,-87.0
('Takamasa', 'UEMATSU'),0.0
('riot', 'in'),0.0
('of', 'biographical'),0.0
Ise-jingu,-13.0
('Eta', '('),-1.0
('or', 'Anja'),-1.0
('Province', ','),-6.0
('okaki', '('),0.0
Undo,-8.0
('Chodai', 'is'),0.0
('Sep', '21'),-4.0
Kohichiro,0.0
Miyoji,1.0
('Natsumatsuri', '"'),-2.0
('YAMAHE', 'no'),0.0
('(', 'd'),0.0
('of', '司執印氏図嘉房'),0.0
('with', 'cord'),0.0
savoriness,-1.0
('1366', '-'),1.0
Shichihakushi,-2.0
Tsukune,0.0
('of', 'yokan'),0.0
('Amenoohabari', '"'),0.0
plain-woven,0.0
hillside,-1.0
('Okimi', ','),0.0
('drawing', 'Japanese'),0.0
('make', 'monks'),-1.0
('Montsuki', 'Haori'),0.0
('Amatsu', 'tsumi'),0.0
('no', 'Jakko'),1.0
(',', 'August'),2.0
('harvest', '.'),-2.0
long-handled,-1.0
('Kumihama-cho', ')'),-1.0
('Ukon', 'MIYAKE'),0.0
('supporting', 'role'),3.0
('Ako', 'Incident'),-4.0
('stop', 'of'),-1.0
('1259', 'to'),1.0
('the', 'odd-job'),0.0
('1177', '-'),-5.0
('Azuchi-Momoyama', 'period'),66.0
mahaasthaamapraapta,0.0
(',', '1525'),2.0
('Genpo', 'OE'),0.0
('in', 'regards'),-1.0
(')', 'sea'),0.0
('Shikachi', ','),1.0
Eikan,2.0
('is', 'passed'),0.0
('of', 'Daewongun'),-1.0
('permitted', 'prior'),-1.0
(',', 'often'),-1.0
entitled,8.0
731,1.0
('Kyushu', 'Tandai'),2.0
('OKISOME', 'no'),6.0
('The', 'Shunnichi'),-1.0
('TERADA', '('),0.0
('Sengaku', 'was'),1.0
('made', 'between'),0.0
('classic', ','),4.0
('Gokuraku-ki', '"'),-4.0
('ceremony', 'fame'),1.0
('MATSUMURO', '('),2.0
('justification', 'by'),0.0
('first', 'meaning'),-1.0
('Genzo', 'SHINOMIYA'),2.0
('Nagakage', 'ADACHI'),0.0
('to', 'die'),-3.0
('rural', 'communities'),0.0
Japanese-Dutch,0.0
('a', 'wholesale'),0.0
('1841', '-'),8.0
Nobunao,3.0
('monks', ','),-1.0
('a', 'child'),5.0
('hakama', '('),0.0
('Hachijonomiya', 'Imperial'),1.0
(')', 'directed'),-2.0
sensu,-1.0
賛,0.0
('world', 'view'),0.0
(',', '1579'),1.0
('or', '無門關'),0.0
('is', 'dedicated'),-2.0
('January', '1853-April'),0.0
('Tonkatsu', 'is'),0.0
garan,0.0
('Korean', 'Buddhist'),1.0
Takahira,-1.0
Mura,0.0
('Tamura-jinja', 'Shrine'),-2.0
(':', 'October'),2.0
cohorts,-3.0
('Hansen', "'s"),-3.0
('hold', 'green'),-1.0
('Otomo', 'enthronement'),-2.0
('metaphor', 'that'),-1.0
('subjects', 'of'),-4.0
imi,-3.0
('NISHIYAMA', '.'),2.0
Kuzumochi,-1.0
924,0.0
('Jesuit', 'missionaries'),-2.0
('June', '14'),1.0
('1570-April', '7'),2.0
network,-1.0
Keeping,-1.0
one-pot,-2.0
Kaiho,-6.0
('Isatsu-gawa', 'River'),-1.0
('(', 'Yin-Yang'),-2.0
1749,2.0
('toshidate', ','),2.0
('kuninomiyatsuko', '三野前国造'),-2.0
('daymyo', '('),3.0
Juko-in,0.0
('share', 'drink'),0.0
('Onna', 'Ninomiya'),1.0
Naganori,-3.0
Sadayasu,1.0
('(', 'attaining'),1.0
('foundation', 'that'),0.0
('others', 'after'),-1.0
Takasaka,0.0
worked,0.0
('the', 'creditor'),0.0
Gate,-3.0
('Reijo', 'is'),-1.0
('stock', 'mixed'),0.0
Doeff-Halma,-2.0
('Masamune', ')'),-2.0
('Watanabe', 'no'),-1.0
(',', 'kamaboko'),-1.0
('Higher', 'School'),-1.0
('infrastructure', 'and'),0.0
('of', 'Tadateru'),0.0
('(', '1579'),3.0
('the', 'Omotesenke'),-2.0
('political', 'reforms'),0.0
('day', '.'),0.0
('deprived', 'those'),-3.0
('Kunishige', 'YURA'),0.0
1139-August,1.0
('Oboro-guruma', 'is'),-3.0
('been', 'processed'),0.0
('Okuninushi', 'is'),-1.0
('astronomer', ')'),0.0
('capital', 'Heijo-kyo'),0.0
('samurai', 'Jozan'),1.0
('flakes', ','),0.0
('(', 'details'),0.0
('A', 'Sorinto'),0.0
('present-day', 'Ikeda'),0.0
changes,-3.0
stick,-4.0
('steaming', 'and'),-1.0
('was', 'announced'),-2.0
('locomotives', 'in'),0.0
(',', 'Kitasaku'),0.0
('Noh', 'troupes'),0.0
('Fukagawa', ','),-1.0
('rent', ')'),-2.0
Nobutora,2.0
('of', '1870'),-1.0
('in', '1958'),0.0
1899,7.0
('kenchu', '('),0.0
('(', 'tomei'),0.0
('A', 'mai-ogi'),-2.0
('other', 'misfortunes'),0.0
('and', 'industry'),0.0
1438-March,0.0
enbi-kusa,0.0
Gozen-sata,-1.0
('his', 'retainers'),4.0
('a', 'scholar'),22.0
('a', 'poet-priest'),5.0
rescript,4.0
('invasions', '('),-1.0
('that', 'contained'),0.0
("'", 'event'),0.0
possesion,-1.0
701,-1.0
('food', 'which'),0.0
('promotional', 'scheme'),0.0
310,4.0
('a', 'main'),5.0
('and', 'located'),-2.0
NARA,2.0
('former', 'Sangi'),-1.0
Inagi,-1.0
('which', 'facilities'),-1.0
('(', '919'),1.0
('kunimochidaimyo', '"'),-2.0
('Goin', 'Palace'),0.0
impeachment,-1.0
mollusks,-1.0
(',', '1890'),5.0
('&amp;', '12349'),0.0
('of', 'Rokuefu'),-2.0
('for', 'happiness'),-1.0
('honjo', '&#91;'),-2.0
('Chison', '('),0.0
('SHIRASU', 'and'),0.0
('eldest', 'daughter'),0.0
('the', 'Tamaru'),1.0
('law', 'established'),-3.0
(',', 'mita'),-2.0
without,-13.0
Amitabha,-4.0
('as', 'salt'),-1.0
('an', 'appropriator'),0.0
fall,-2.0
carrying,-8.0
('(', '1659'),1.0
('Kajuji', 'family'),-4.0
('send', 'a'),-2.0
raids,-3.0
('of', 'detention'),0.0
('Masuhito', '('),1.0
Luli,-4.0
('and', 'family'),0.0
('Tsunemasa', 'NAGOYA'),1.0
('of', 'Decapoda'),0.0
('ninth', 'son'),0.0
('painting', '('),1.0
('Samurais', 'from'),-2.0
('a', 'raccoon'),0.0
('Kuzen', 'was'),-4.0
(',', 'time-honored'),0.0
('the', 'populace'),-1.0
('(', '1685'),1.0
1842-August,0.0
('premise', 'of'),-3.0
('Hari', '('),-1.0
ASAJI,0.0
('Kanmon', 'Nikki'),2.0
vessels,-1.0
('founded', 'Shinnyoen'),0.0
('1606', '-'),1.0
('the', 'expeditionary'),7.0
('paintings', '.'),8.0
BANRI,0.0
Forty-seven,0.0
Taisho,9.0
('and', 'ethicist'),0.0
('with', 'tile-roofing'),-1.0
ke,0.0
('Table', 'Office'),0.0
('record', 'that'),0.0
('were', 'influenced'),0.0
('Foreign', 'Temple'),0.0
('by', 'Takamimusubi'),3.0
(')', 'possessed'),-2.0
('大向こう', "'"),-1.0
placing,-3.0
('Kinpusen-ji', 'Temple'),0.0
('written', '森有禮'),1.0
(',', '1270'),1.0
Akitsu,0.0
('and', 'Ogasawara'),0.0
('a', 'sightseeing'),-1.0
Yamaguchi,-3.0
('a', 'manner'),0.0
('Matter', '"'),0.0
('Meisaicho', '('),-4.0
('Kagetomo', 'KAWATA'),2.0
('Osumi', '('),0.0
IOI,1.0
('of', 'Kawarayama-jo'),0.0
Baiu,0.0
('with', 'jinja'),-3.0
Wakakusagaran,-1.0
tutelary,5.0
('1', '&#93;'),-1.0
('races', '.'),0.0
('Goshu', 'Province'),0.0
('developing', 'to'),0.0
('Jodo-in', 'Temple'),-1.0
('Jomai', 'originally'),-2.0
('the', 'culture'),-10.0
('now', 'Fushimi'),0.0
('of', 'yeast'),-2.0
593,2.0
('three', 'Shinto'),-1.0
('Hakkaku-fun', '('),-2.0
('1198', ')'),0.0
Tobiko,0.0
('railways', 'that'),0.0
('7', '1868'),0.0
region,-34.0
('hand', ')'),-4.0
(')', 'era'),1.0
('the', 'Kawachi'),-1.0
Dec.4,1.0
('(', '1836-July'),0.0
('Imperial', 'Learning'),0.0
('around', 'Yase'),0.0
('stylized', 'description'),-2.0
('Biwabokuboku', 'is'),0.0
('kills', 'and'),-1.0
('Princess', 'Akenomiya'),0.0
('Katsuragi', 'clan'),2.0
('Amidabutsu', "'"),-1.0
('The', 'Kiyotaki-kaido'),-1.0
('a', 'la'),-2.0
namely,-3.0
('Akita', 'Prefecture'),1.0
('Yorishige', 'UESUGI'),1.0
('(', 'Board'),5.0
raccoon,0.0
Tetcho,0.0
Kichijoten,0.0
Zoi,0.0
('Junior', 'Third'),-4.0
('(', '1692'),0.0
('or', 'misoka'),0.0
('coup', 'd'),-9.0
decision,4.0
('many', 'people'),-1.0
('TAKAHASHI', '('),0.0
Ami-ha,0.0
('Soni-mura', ','),-1.0
('tea', 'pot'),0.0
('of', 'Yoshimune'),2.0
('Worship', '.'),-2.0
('Ishiyama', 'Hongan-ji'),2.0
Joro-otoshiyori,0.0
medical,1.0
Senkokokushi,1.0
('Single', 'Vehicle'),-5.0
('trade', 'agreement'),0.0
('an', 'Express'),-1.0
('Shinpo', 'Newspaper'),0.0
('Sarashina', 'no'),1.0
('by', 'Yawata'),-1.0
866,-2.0
Amaneiko,0.0
increase,-1.0
('no', 'mitchoku'),-1.0
('by', 'order'),2.0
('succeeding', 'generations'),3.0
('Mochiyo', 'OUCHI'),2.0
('"', 'Tsuji-no-kami'),0.0
('from', '708'),0.0
('in', 'Umaji-cho'),0.0
Tatsumaru,0.0
('late', 'early-modern'),4.0
Karashi-mentaiko,0.0
('command', 'to'),0.0
("'s", 'Ryoge'),-5.0
('and', 'OTOMO'),2.0
half-hipped,-1.0
('wisdoms', 'of'),0.0
military,234.0
('Kyoto-go', 'is'),-2.0
NOGI,4.0
('Ground', 'stone'),-2.0
('Japanese', 'railways'),0.0
('Noh', 'mask'),-1.0
('Kagura', '('),-1.0
('Dam', 'is'),-1.0
(',', 'Taisho'),2.0
dialogue,-1.0
('for', 'generations'),-4.0
substance,0.0
('Myoga', 'means'),0.0
('female', 'deity'),2.0
Mikomai,-2.0
('in', 'Obusuma-gun'),-4.0
('VI', 'had'),0.0
Party,-25.0
('councillors', ')'),0.0
('kakejiku', '('),-1.0
('Totoumi', 'Province'),0.0
Maekake,-1.0
('degree', 'of'),2.0
('stipend', ','),0.0
curses,-1.0
('Tomoharu', 'HOSHO'),2.0
('and', 'famine'),0.0
('unforeseen', 'disaster'),-1.0
Yoraku,0.0
('served', 'Suehiro'),0.0
Hidesuke,0.0
Harvest,4.0
('Shoyakumon', 'is'),0.0
Kintsumu,0.0
('international', 'cooperation'),-1.0
('historical', 'record'),7.0
('zeme', ','),-1.0
Shimogyo,-7.0
('smashes', 'a'),0.0
('cutting', 'the'),-2.0
('pastes', ','),0.0
('circa', '780'),0.0
('(', '1137'),1.0
('Yoshinobu', 'HIRAGA'),2.0
('Bukuro', '"'),-6.0
('by', 'Koki'),-3.0
('the', 'uprisings'),0.0
('Munesada', 'YUASA'),0.0
('Mataichiro', 'HAYASHI'),0.0
('counties', ')'),-3.0
Kesshi-Hachidai,4.0
('Christian', 'feudal'),0.0
Arts,-3.0
('terminology', 'referring'),-3.0
(')', 'submitted'),-5.0
Meiroku,0.0
('goku', 'was'),-2.0
('Holidays', 'or'),-2.0
('"', 'Kenmu'),5.0
('of', 'opened'),-1.0
Shukuba,0.0
('discounts', 'and'),0.0
Limpid,1.0
Resort,-4.0
('1241', '?'),0.0
Ippon,6.0
Tadaosa,1.0
('dominates', 'a'),-1.0
('(', 'director'),0.0
('Mitsuhide', 'AKECHI'),1.0
('gives', 'examples'),0.0
('Nobukata', 'KIYOHARA'),0.0
('seeds', 'and'),-1.0
('and', 'Suhijini'),0.0
('Sagittaria', 'trifolia'),0.0
('Suetada', 'MIZUHAI'),0.0
Sayama,2.0
('of', 'Gekken'),-3.0
('Kuta', 'is'),0.0
('pair', 'of'),-3.0
('Chayama', 'Station'),0.0
('law', 'promulgated'),-2.0
('Sogetsuryu', 'school'),2.0
('around', 'Kameoka'),0.0
('The', 'Sino-Japanese'),0.0
('the', 'Miromachi'),1.0
('syllables', '&#93;'),2.0
('MATSUMOTO', '('),-3.0
President,0.0
('Provisional', 'Mahayana'),1.0
('lord', 'serving'),3.0
('Pure', ')'),-1.0
('kabuki', 'program'),0.0
('Asuka', '('),-2.0
('March', '12'),7.0
('tofu', 'where'),-1.0
('Genpachi', 'MITSUKURI'),2.0
('(', 'vassal'),0.0
Nature,0.0
('at', 'Yamazoe-mura'),-1.0
('garden', 'fire'),-2.0
MUKAI,0.0
('The', 'Community'),-1.0
Akenomiya,0.0
('Kyoritsu', ')'),-1.0
('-', '1890'),1.0
('Hanami-koji', 'Street'),0.0
('village', 'located'),-1.0
('-', '1537'),0.0
Richu,1.0
DAIMATSU,0.0
('shaved', 'lumber'),-1.0
('Myobo', 'hakase'),-3.0
('(', 'railway'),0.0
('Hyotan-kozo', '('),-2.0
('publication', 'of'),0.0
('An', 'obi'),-2.0
('Shoen', 'manor'),-7.0
('square', 'tumulus'),0.0
('Shokado', 'bento'),0.0
('worship', 'at'),0.0
Junna-in,0.0
('five', 'houses'),4.0
Gunki-mono,3.0
('by', 'Akira'),-3.0
('encouraging', 'industry'),-1.0
Hojoe,-2.0
('SOMA', '('),0.0
("'s", 'demise'),5.0
('Temple', 'line'),-1.0
Hiroaki,0.0
('(', 'Guji'),6.0
('of', 'Hachimanshin'),-1.0
('and', 'victims'),0.0
('techniques', ')'),-2.0
('by', 'Ayabe'),0.0
Shikyajirai,-1.0
('that', 'young'),0.0
Kurumazaki-jinja,-1.0
('安東', ')'),0.0
('pottery', 'made'),0.0
('(', 'Lotus'),2.0
('at', 'katata'),0.0
475,1.0
tenga,-1.0
Risai,0.0
('Japanese', 'immigrants'),1.0
('religions', ','),-1.0
1214,1.0
('NAGAI', 'and'),-2.0
('its', 'direct'),0.0
('Kukurihimenokami', 'is'),-2.0
('alternately', '.'),-5.0
('from', 'Yokkaichi'),3.0
('of', 'Kogyokusha'),0.0
('Kasamatsu', 'Station'),0.0
('hundred-fold', 'visit'),0.0
('Nihonshi', 'is'),-2.0
('with', 'outer'),-2.0
Kanaoka,1.0
('Date', 'clan'),1.0
Tomotsuna,2.0
704,0.0
('main', 'actor'),-1.0
('the', 'headmen'),0.0
('Sightseeing', 'Tram'),-1.0
('Kazan', 'Tunnel'),0.0
('late', 'Emperor'),2.0
Horse,-1.0
crafts,-1.0
('Togashi', 'clan'),1.0
('SUGI', '('),0.0
('1183', '.'),-1.0
(',', '1719'),0.0
('clan', 'comprised'),0.0
('a', 'reuslt'),0.0
('(', '1184'),1.0
('Kaizukaterauchi-cho', 'Town'),0.0
('without', 'being'),-3.0
('that', 'had'),-2.0
Yutetsu,1.0
('Munemoto', 'DATE'),0.0
('miso', ','),0.0
('Yura', 'GOZEN'),0.0
('Jisha', 'seiryoku'),-1.0
('IGUCHI', 'in'),0.0
('Fudekozuka', 'is'),-1.0
61st,0.0
(',', 'Kami'),0.0
('competition', '.'),-1.0
('Yoritomo', 'established'),0.0
('containing', 'pagodas'),0.0
('Zuishin-nin', 'Temple'),0.0
Ane,0.0
('line', ')'),-2.0
Yoshimume,-1.0
Miyama-cho,-1.0
('(', '1303'),0.0
mutually,0.0
('which', 'planar'),0.0
('in', 'Shogo-in'),-1.0
1252,5.0
('Jisha', 'kogyoho'),0.0
Kaibyaku,3.0
('Katakamuna', 'civilization'),0.0
('serving', 'at'),-2.0
advisor,6.0
(',', '1699'),0.0
('coated', 'with'),0.0
('Tsujiura', 'is'),0.0
('Tamenobu', 'TSUGARU'),1.0
Ujidera,-2.0
Fushimi-inari,0.0
Amidanyorai,0.0
('–', '1346'),0.0
('Boksin', 'GWISIL'),1.0
('Year', 'from'),0.0
('Music', 'Institution'),-1.0
('dipped', 'in'),-1.0
('Emperor', 'Konoe'),0.0
('Emperor', '('),12.0
('across', 'Japan'),-2.0
('promotion', 'and'),0.0
('Kunimi', '('),1.0
('to', '1947'),-2.0
('kannen', 'was'),0.0
('Shoyosha', ','),4.0
('over', '1,300'),-1.0
('many', 'gable'),0.0
('Tsushima', 'Domain'),-1.0
Kurayaro,0.0
('a', 'gissha'),-1.0
('present', 'Todaiji'),0.0
('Hon', 'Sect'),0.0
(',', 'Shimotoba'),0.0
('program', 'of'),-17.0
unpolished,-1.0
Zenran,0.0
('Jikishinkage-ryu', 'style'),0.0
('female', 'poet'),7.0
('Noburu', 'KANAI'),0.0
('watched', 'daimyo'),0.0
soboshu,4.0
('and', 'judicial'),4.0
Daigo-ji,-4.0
('a', 'long-nosed'),-1.0
daimyo,-6.0
1599,1.0
('1641', '-'),0.0
("'", 'Kongocho-kyo'),-1.0
('a', 'ceremonial'),-5.0
('baron', 'of'),0.0
Shikijo,-3.0
Kumaso,5.0
('no', 'Tomonobu'),-4.0
(',', 'painting'),0.0
('no', 'Norikata'),-2.0
('Sanjo', 'during'),0.0
('title', 'awarded'),4.0
('buns', 'filled'),0.0
blood,-8.0
('a', 'distinct'),0.0
('Naito-uji', 'is'),0.0
Bungei,0.0
('soup', 'stock'),-3.0
Tenarai,-5.0
('dori', 'Street'),0.0
created,10.0
('Minakuchi', ','),0.0
('former', 'Kameoka'),3.0
('Koaza', 'Shimogawara'),0.0
('1915', 'to'),-3.0
('of', 'Yorizumi'),1.0
('rotation', 'in'),-3.0
bancha,0.0
('Soroban', 'Bozu'),0.0
Totsuka,2.0
('which', 'falls'),0.0
('the', 'Democratic'),-2.0
('Mitsuoki', 'TOSA'),2.0
('of', 'rice-crop'),-1.0
('the', 'administrative'),-10.0
soybean,0.0
assault,-1.0
('Fujufuse', '('),-5.0
('Buddha', 'in'),-3.0
('contain', 'the'),-2.0
Tsushima,-2.0
('ichibuntai', "'"),2.0
('the', 'thirtieth'),0.0
('people', ','),0.0
Book,10.0
('doyo', '"'),-1.0
('alternative', 'name'),-1.0
('Bento', 'is'),0.0
('"', 'kake-mai'),0.0
chunagon,-1.0
('1937', ')'),0.0
Suikan,-3.0
b-class,-1.0
('in', 'townspeople'),0.0
('the', 'many'),0.0
kala,0.0
('are', 'lit'),-1.0
('of', 'five'),-3.0
('in', 'Monzen-cho'),0.0
Sanjoyamato-oji,-1.0
('and', '1644'),0.0
('building', 'among'),0.0
('that', 'organized'),-3.0
watcher,-2.0
(')', 'syllables'),3.0
(',', '1328'),2.0
('fields', 'indicate'),-2.0
('Tadafuyu', 'ASHIKAGA'),1.0
('street', 'that'),-3.0
('of', 'kyokan'),-2.0
interdiction,-3.0
('अवलोकितेश', '्'),-1.0
("'", 'Yoshishizu'),0.0
('the', 'Sumiyoshi-taisha'),-4.0
('Kuwana', 'Domain'),3.0
('Eisen', 'OKUDA'),0.0
('was', 'Kajin'),2.0
appearance,-2.0
('flavored', 'with'),-9.0
('(', '1144-August'),1.0
('(', '1369'),0.0
('caves', '.'),-1.0
('the', 'musical'),-1.0
Fireflies,3.0
(',', 'under'),-4.0
Ongaku,-1.0
('early', 'eleventh'),1.0
('kneaded', 'mixture'),0.0
('661', '–'),0.0
('Kuniyaku', 'were'),-5.0
('systems', 'implemented'),-1.0
('and', 'approximately'),-1.0
(',', '1074'),0.0
('directly', 'to'),0.0
('place', 'without'),-1.0
('Jimoku', '('),-2.0
('of', 'warrior'),0.0
('sake', 'served'),0.0
('possess', 'danjiri'),0.0
('same', 'container'),-2.0
('Aratsuka', 'Minami'),0.0
Ikumi-tenmangu,0.0
('of', 'Ieharu'),1.0
(',', 'compared'),0.0
('the', 'kofun'),-2.0
('downriver', ')'),0.0
('blooms', 'are'),-1.0
('in', 'Sagano-kaminoki-cho'),0.0
('888', '-'),0.0
('self-preservation', ','),-2.0
('death', 'or'),-1.0
(';', '"'),2.0
('Kyoto', 'daikan'),0.0
(',', '1927'),8.0
('relocation', 'of'),0.0
('one', 'wears'),-1.0
Sukuyodo,5.0
('passage', 'for'),0.0
("'s", 'literature'),6.0
('effects', 'on'),-1.0
(',', 'Kigaku'),-1.0
998,2.0
('became', 'Japanese'),-2.0
(',', '875'),3.0
(',', 'Shibo'),0.0
('Tadatomo', 'AOYAMA'),0.0
('and', 'known'),0.0
(',', 'shape'),-1.0
('(', '1302'),2.0
('primary', 'school'),-1.0
(',', '1369'),1.0
('The', 'Wakasa'),0.0
('(', 'aesthetic'),0.0
('1565', 'to'),-1.0
('with', 'documents'),0.0
('100', 'volumes'),4.0
('Asamitsu', ')'),0.0
('wide', 'strip'),0.0
('露天商', ')'),0.0
('the', 'Rakugai'),0.0
('the', 'Republic'),-2.0
considers,0.0
('purchase', 'by'),-1.0
(',', '1637'),1.0
('strap', 'which'),-2.0
('OKUNOMIYA', '('),1.0
('latest', ','),2.0
('万蔵', ')'),4.0
('art', 'office'),-2.0
('called', 'Ukintaku'),-1.0
('to', 'The'),1.0
('bows', 'and'),0.0
('1837', ')'),0.0
('surrounding', 'Maizuru'),0.0
('are', 'two'),2.0
('some', 'sort'),-1.0
('Prince', 'Sonen'),0.0
Kitabori-cho,0.0
('early', 'period'),4.0
lowlifes,-1.0
('an', 'education'),0.0
('happened', 'between'),0.0
1013,3.0
('sake', 'rice'),0.0
('Kudara', 'no'),0.0
('burnt', 'pine'),0.0
('wear', 'costumes'),-1.0
('1851-1925', ')'),3.0
('Suimono', 'is'),-2.0
('Oko', 'Chogin'),0.0
Michinobu,1.0
('ended', 'on'),-2.0
('971-July', '16'),1.0
('n', 'nguy'),-1.0
Ganshoni,2.0
('A', 'shuriken'),-1.0
('by', 'Basho'),9.0
Dajo,2.0
('was', 'introduced'),-7.0
Karakuri,-1.0
onkata,4.0
(',', '1153'),2.0
('Art', 'is'),-1.0
Courtesan,1.0
Katakamuna,0.0
('Japanese', 'cosmetic'),-1.0
('were', 'court'),-2.0
Shigaraki,-1.0
('Yobo-ji', 'Temple'),0.0
('and', 'brown'),0.0
('and', 'Tokushima'),0.0
('kyubun', 'is'),0.0
loan,0.0
('raw', 'seafood'),0.0
('line', 'in'),0.0
('Takatsuki', 'City'),-2.0
('around', '560'),1.0
('Kishinokami-cho', ','),0.0
('(', '1102'),2.0
('surface', 'of'),-1.0
(')', 'SHIMAZU'),0.0
('Shigetomi', 'OHARA'),0.0
Tokiuji,1.0
('or', 'circles'),0.0
('Iseda', 'Station'),-1.0
('charge', 'meted'),0.0
('Kaneyori', 'HAGIWARA'),0.0
('China', 'used'),0.0
('writings', 'in'),0.0
Hachimanshin,-1.0
('OTOMO', '('),5.0
('lchá', 'in'),0.0
partner,-1.0
('a', 'tourist'),0.0
('Kumanokusubi', 'is'),0.0
('dichotomy', 'of'),0.0
('and', 'sent'),8.0
Sanpogakuso,0.0
('in', 'Shuinsen'),0.0
('Tsushima', 'in'),-1.0
('name-brand', 'sake'),-4.0
('performer', ','),0.0
('time', 'to'),0.0
('applies', 'to'),0.0
('Toyosuki', 'iribime'),-3.0
Kiku,-3.0
protected,-2.0
('Furen', ','),-2.0
seams,-3.0
('The', 'Takano'),-6.0
('or', 'sea'),0.0
('of', 'Council'),1.0
('Kagemitsu', 'HORI'),0.0
('(', '1120-1198'),1.0
(',', 'wheat'),-2.0
Kataoka,-2.0
('the', 'Gods'),-2.0
('腰巻', ')'),-3.0
relationships,-3.0
('civil', 'dispute'),0.0
('swordplay', 'scene'),0.0
removing,-3.0
('a', 'thing'),0.0
Yakata-bune,-1.0
('August', 'of'),0.0
('water', ','),-1.0
cubic,-2.0
('a', 'history'),14.0
('party', 'to'),0.0
('base', 'is'),-1.0
('in', 'Uda'),-1.0
idealized,-3.0
('department', 'whose'),0.0
('Mikumari-jinja', 'Shrine'),-2.0
('han', ')'),1.0
favorite,1.0
beloged,-1.0
('and', 'bullet'),-3.0
('Kenseigijuku', ','),2.0
YABE,2.0
('court', 'rule'),-4.0
best,1.0
Rotensho,0.0
Sanpo-in,-2.0
Shinonome,-1.0
('Divine', 'servant'),-2.0
Nushi,0.0
('Tokiyoshi', '('),0.0
('Kosetsu', 'KANZE'),0.0
('of', 'inexpensive'),0.0
immovable,-2.0
('skills', ','),0.0
(',', '1066'),0.0
('no', 'grain'),-2.0
('Engiemaki', '('),0.0
('rule', 'or'),0.0
('1144', ')'),0.0
('length', 'that'),0.0
Shotei,1.0
('containers', 'used'),-1.0
('853', ')'),3.0
('husband', 'to'),-3.0
('"', 'Kinosaki'),-2.0
Toshimoto,2.0
Mongolia,-1.0
('took', 'a'),0.0
('and', 'carry'),0.0
('TANUMA', 'was'),1.0
bungaku,1.0
(',', '1827'),5.0
('Empress', 'Kitsushi'),0.0
('master-servant', 'relationships'),0.0
('kojichi', 'was'),0.0
('governor', 'under'),-1.0
('Sobuji-rei', 'was'),0.0
('over', 'half'),0.0
('national', 'policies'),-3.0
('the', 'Hokekyo'),3.0
('Palace', 'for'),0.0
('an', 'alcoholic'),0.0
('the', 'twenty-fifth'),1.0
('warrior', 'during'),1.0
Go-Nijo,1.0
('Nagoya', 'obi'),-1.0
('1489-1571', ')'),2.0
('criminal', 'to'),-1.0
('often', 'described'),-2.0
1020,6.0
('or', 'Umitsu-Michi'),-3.0
('present', 'Kiyozawaguchi-cho'),0.0
('hides', ')'),5.0
('against', 'the'),-4.0
Nihon,11.0
('a', 'edge-ground'),-1.0
('incident', 'occurred'),-2.0
('who', 'was'),26.0
('dance', '"'),-1.0
('1637-August', '7'),0.0
Satonari,3.0
('Regents', "'"),0.0
('to', 'an'),1.0
('Otomo', '('),-2.0
('KIRINO', '('),1.0
('subtly', 'smiling'),0.0
Chisato,0.0
('1172', '?'),0.0
LEE,0.0
('third', 'person'),0.0
('Matarashin', '('),0.0
('Yi-Dynasty', 'and'),-1.0
('revolt', 'of'),0.0
('as', 'Tsukemono'),-1.0
('ICHIKAWA', 'in'),0.0
('seas', 'or'),0.0
('mairi', '('),-2.0
('1', 'Ryo'),0.0
('(', 'agar'),-4.0
('juban', ','),-1.0
('Yakabe', '('),0.0
on-myo-ji,-1.0
('octagonal', 'tumulus'),-3.0
('Chinzei', 'Bugyo'),-3.0
