tok,count
"Christian",18
"Nagasaki",6
"Kookimi",1
"Kiraibashi",1
"Imibashi",1
"Kinjibashi",1
"ban",8
"usag",3
"chopstick",4
"Sekitei",1
"KIUCHI",2
"KINOUCHI",1
"1725",8
"1808",7
"herbalist",3
"collector",2
"unusually-shap",1
"stone",55
"Munetada-jinja",1
"enshrin",49
"Kurozumikyo",1
"Munetada",4
"KUROZUMI",1
"station",37
"Corpor",27
"KTR",18
"Harutaka",2
"yAMADA",12
"Miburoshigumi",9
"Mibu",25
"warrior",97
"forerunn",9
"Shinsengumi",135
"newli",24
"select",41
"regim",16
"MIyOSHI",19
"yasunobu",4
"1140",4
"Shuryo",1
"SAKUGEN",1
"1501-August",2
"1579",11
"diplomat",17
"Kurumazaki-jinja",1
"Rokuon-ji",2
"Jisho-guso",1
"yusoku",8
"kojitsu",7
"etiquett",12
"Sadamichi",5
"ISE",9
"yoshishig",4
"OTOMO",34
"Sorin",2
"Mantaro",1
"TANI",10
"1886",20
"Kunimichi",5
"ISHII",3
"1837",17
"1893",13
"NAKATOMI",3
"Azumabito",1
"738",1
"bureaucraci",6
"Saneyo",1
"TOIN",10
"1308-Septemb",1
"1358",4
"Josu",1
"Teisu",1
"866",6
"944",3
"OE",19
"Morogami",1
"lower-rank",5
"Ryotei",2
"restaur",10
"cuisin",28
"Sanetomi",3
"OGIMACHISANJO",15
"1536",5
"Histor",9
"there",21
"be",234
"Katamachi",7
"Miyakojima",1
"Osaka",106
"below",10
"but",61
"both",28
"alreadi",5
"abolish",8
"Ryorokuzan",1
"Gyogan-ji",1
"Jobonrendai-ji",1
"Chizan",9
"Narabi",1
"maki",2
"parallel",4
"anoth",37
"sever",35
"themselv",12
"nyuyo",1
"Takagakari",1
"Sanyaku",3
"demesn",4
"Sadayoshi",7
"TOKI",8
"1580",9
"1619",11
"Jori",1
"sei",16
"subdivis",1
"until",45
"mediaev",2
"Mitsuchika",1
"second",122
"yodo",20
"real",32
"Toyofusa",1
"SANO",4
"1712",6
"ukiyo",5
"Innochocho",1
"document",57
"cho",10
"format",4
"Daijo",7
"Tenno",18
"Retir",11
"Sogo",1
"Monast",1
"Affair",30
"jurisdict",5
"Here",4
"open",16
"background",5
"Shiodom",1
"Sakuragicho",1
"1872",19
"describ",71
"Miki",4
"shinshu",3
"alcohol",16
"sake",98
"deiti",108
"Sonen",2
"calligraphi",18
"Cloister",20
"Toyoakari",2
"sechi",6
"Daijosai",1
"newly-enthron",2
"Rabbit",2
"Dragon",5
"Snake",2
"Hors",2
"note",11
"yuki",8
"banquet",8
"suki",1
"final",8
"Niiname-sai",2
"newly-harvest",2
"Baigan",2
"ISHIDA",8
"1685",5
"1744",4
"ethicist",2
"Neiraku",1
"Museum",31
"Ume",1
"Ukihashi",1
"54th",2
"Hanazono",14
"Shinki",2
"diari",38
"cavalri",2
"Kibatai",1
"Polic",4
"Hideshig",1
"MAKINO",9
"1671-1741",1
"Shoshidai",3
"Local",3
"Governor",9
"Konkai",1
"Komyo-ji",2
"Kurodani-cho",3
"Kokaho",1
"regul",16
"stipul",9
"convers",4
"rate",4
"good",39
"market",7
"kokuga",7
"Sekkobun",1
"monument",6
"inscrib",4
"thereon",1
"granit",2
"excav",4
"Tien-x",1
"Feng-xiang",1
"Counti",119
"Shan-xi",1
"Michinobu",4
"972-August",1
"25",143
"994",3
"Tada",4
"descend",58
"Seiwa-Genji",10
"Minamoto",55
"Tsunemitsu",2
"KIKKAWA",7
"1192",5
"1267",6
"squar",15
"barrow",2
"kofun",10
"planar",1
"shape",37
"square-shap",2
"Koya-kaido",1
"Road",36
"can",47
"pilgrimag",10
"rout",26
"Mount",7
"Koya",3
"Wakayama",20
"distinct",6
"strand",2
"kaiseki",2
"Kinnosuk",1
"KONGO",4
"1854",12
"1923",12
"Kongo",10
"Asakari",1
"764",7
"Ryoan",2
"NIIRO",1
"1553",3
"1602",10
"Busho",26
"Se",1
"Une",1
"畝",1
"Doyokai",2
"Saturday",2
"Group",9
"intern",22
"faction",13
"1901",18
"1919",13
"denomin",3
"Shonin",10
"Senju-nenbutsu",1
"Exclusiv",1
"Uda-Matsuyama",2
"set",51
"train",31
"Shikibu-sho",3
"Ceremoni",8
"equival",19
"today",12
"Personnel",1
"Author",1
"yoshitaro",2
"KISHIJIMA",1
"account",13
"express",36
"Daimyoshu",1
"Noritan",1
"CHIBA",7
"1459",4
"1521",6
"Shinjo",4
"ITO",24
"Fumiaki",1
"1906",13
"1989",6
"Shinnyoen",3
"lay",4
"Organiz",2
"Shitateruhim",1
"Mytholog",41
"Goichi",1
"Takeda",11
"1872-Februari",1
"Bingofukuyama",1
"Bingo",1
"Hiroshima",13
"Gyoen",7
"Otsuya",1
"kata",6
"1576",6
"Azuchi",41
"Sannei-zaka",1
"slope",3
"Kiyoshi",2
"KIyOHARA",8
"1831-June",1
"1868",62
"master",66
"Goryo-eji",6
"mausoleum",14
"Mansai",2
"Also",5
"Manzei",1
"1378",3
"1435",4
"Daigo-ji",9
"Princess",91
"Chichihaya",2
"Hime",9
"princess",28
"Korei",5
"SHIMADA",3
"Nobukiko",1
"850",5
"wife",63
"Michizan",6
"yuteihisho",1
"kemari",1
"game",26
"kick-bal",1
"Mikohidari",1
"Ichiju-issai",1
"menu",2
"composit",6
"meal",16
"Tsunashig",1
"HOJO",47
"1515",1
"1587",9
"altern",10
"Tsunanari",1
"Gohojo",3
"Hikaru",6
"Monogatari",38
"Murasaki",13
"Shikibu",14
"Miyazu-jo",1
"Nobuyoshi",7
"1592",12
"Masanaga",3
"HATAKEyAMA",13
"1442-June",1
"1493",10
"shugo",33
"Nioko",1
"WAKAE",1
"1881",13
"ladi",45
"Noritsun",2
"1160",12
"1185",16
"Shinno-ji",1
"Soto",26
"yawata",18
"Amatsukum",1
"Kishi",11
"Motoko",2
"1049-August",1
"1134",2
"daughter",61
"Motohira",2
"grandchild",1
"Atsuakira",2
"Koichijo-in",1
"Daiki",2
"Post",2
"Peninsula",23
"Ate",2
"okonai",2
"Ote",2
"ategai",1
"Kaihatsu-ryoshu",2
"Kaihotsu-ryoshu",1
"they",42
"Shoen",18
"koryo",11
"System",11
"Public",5
"Privat",4
"Estate",4
"Ryoko",3
"1142",7
"Ono",6
"Hachijo-no-miya",2
"Naohito",5
"1671",8
"1689",5
"Seno",1
"IKENOBO",4
"1482",4
"Choho-ji",2
"Rokkakudo",2
"tatebana",2
"Giretsu",1
"Kaiten",1
"Hyakushu",4
"poem",101
"publish",30
"1874",12
"Koreyori",1
"SHIONOyA",6
"Shioya-gun",1
"Shimotsuk",8
"Seito",4
"taishogun",41
"past",36
"Kanpyo",4
"gourd",5
"shave",7
"process",47
"tear",2
"fruit",7
"fukub",1
"cucurbitac",1
"yugao",3
"white",23
"convolvulus",1
"=",3
"yorugao",1
"same",32
"eleven",7
"constitut",19
"Koto",5
"Sangyo",2
"Gakko",3
"Sericultur",1
"1914",9
"vocat",5
"old-educ",1
"Takakiyo",2
"TODO",3
"1889",17
"twelfth",8
"Tsu",1
"Ise",18
"Sai-ji",1
"stood",8
"Karahashi",2
"Minami",24
"government",26
"construct",39
"Kanmu",8
"796",3
"Eiroku",1
"Kado",8
"Ikebana",3
"combin",16
"tree",34
"aspect",5
"Geido",2
"accomplish",6
"Nagaoka-kyo",1
"Seishi",9
"yAMAGUCHI",8
"1994",4
"haiku",17
"seventeen",3
"syllabl",29
"5-7-5",2
"syllab",2
"contain",39
"Sekishu-ryu",4
"various",57
"regard",24
"Sadamasa",4
"Sekishu",4
"KATAGIRI",6
"AGATA",1
"NO",1
"INUKAI",3
"Otomo",8
"701",5
"Shokushika",1
"wakashu",11
"Oribe",1
"potteri",8
"1573-1592",1
"Masanori",7
"KUSUNOKI",15
"Joraku-ji",1
"Shinshu",79
"True",69
"Hongan-ji",33
"Jisha-bugyo",1
"Kenrei",2
"Monin",1
"Daibu",3
"Poetic",2
"Memoir",2
"Ladi",15
"approxim",18
"360",1
"poetic",7
"exchang",11
"other",109
"Ugajin",1
"folk",23
"Sakitatenami",1
"Sofu",2
"tumuli",7
"yozo",1
"yAMAO",1
"1917",10
"Akihira",3
"c.989-Novemb",1
"1066",1
"literatur",61
"Nogaku",3
"Kyokai",4
"nogakushi",1
"inherit",9
"yamato-yoza",1
"yamato-shiza",1
"sarugaku",2
"Michimoto",3
"1021-Januari",1
"1041",5
"As",6
"suggest",2
"tsutsusod",2
"sleev",10
"tube",4
"howev",9
"European",8
"narrow",11
"Japenes",1
"SHIMOTSUKENU",4
"Nemaro",2
"mikoshi",3
"shinyo",1
"litter",2
"divin",28
"temporarili",7
"ride",6
"move",10
"sacr",37
"lodg",5
"celebr",21
"Nakachojamachi-dori",1
"west",23
"Takakuraji",1
"Kyoden",1
"SANTO",1
"1761",6
"1816",8
"Gesaku",2
"writer",17
"Kotai-jinja",1
"Oe-cho",8
"1428",9
"Haruma",1
"Wage",1
"Dutch-Japanes",2
"dictionari",6
"Zaibatsu",3
"tremend",1
"capitalist",1
"enterpris",5
"pre-disposit",1
"financi",10
"defin",17
"busi",24
"parent",3
"hold",25
"kinship",2
"core",6
"subsidiari",8
"varieti",18
"some",33
"Shunmoji",1
"Toshii",6
"MAEDA",13
"Hoshunin",3
"biolog",4
"younger",11
"sister",7
"Toshinaga",2
"Aburakasu",1
"residu",1
"obtain",5
"remov",12
"fat",2
"depend",7
"raw",11
"materi",33
"yusoden",1
"denso",3
"taxat",5
"Kunshi",1
"902",2
"ISONOKAMI",3
"yakatsugu",1
"729-Juli",1
"781",3
"Tanin",1
"FUKUI",3
"male",97
"1801-",1
"1885",10
"seal",32
"engrav",25
"Shujukudatsu",1
"Three",20
"Stage",4
"Benefit",1
"Sadachika",2
"NAGAMI",1
"1574",8
"1605",5
"empress",54
"dowag",14
"honorif",9
"grandmoth",3
"1068",4
"1139",8
"Moroyori",1
"&amp;",4
"maker",4
"kaeshi",1
"abbrevi",11
"nikaeshi",1
"soba",1
"buckwheat",4
"noodl",17
"dip",2
"sauc",36
"Kuramaguchi-dori",2
"Iruka-jinja",1
"Shoko-cho",1
"Kashihara",17
"Katahaku",1
"wine",16
"brew",33
"polish",6
"onli",26
"kakemai",2
"steam",22
"unpolish",3
"genmai",2
"kojimai",2
"malt",7
"Koresada",2
"Hojo",26
"Hirosu",2
"SAIONJI",33
"1787",7
"1856",15
"Kugo",2
"Nobl",20
"Shumon",3
"Ninbetsu",1
"Aratam",1
"Cho",3
"regist",26
"Tettsugikai",1
"1219",7
"1309",3
"mid-Kamakura",9
"Kaido",7
"1751",4
"1810",8
"gakuso",5
"Buzan",7
"Shingi",3
"contribut",13
"bibliographi",1
"chuke",1
"essenti",5
"kitchen",2
"administ",10
"Minoru",3
"inkyomei",1
"parent-child",3
"Shito",1
"child",15
"Mikogami",1
"byoei-shin",1
"Kakuen",1
"1031",1
"1098",3
"Shibamura",1
"Shiba",6
"Villag",28
"Shikijo",2
"yoshisu",2
"SERADA",1
"Egawa",1
"Serada",1
"Nitta",4
"Manroku",1
"NOMURA",15
"1966",5
"Hanako",2
"Manzo",5
"Hoei",4
"Kenjo",2
"DAITEN",1
"1801",8
"Chinese-styl",9
"ISHIKAWA",18
"1291",3
"Sanjo",20
"written三條",1
"orthograph",7
"Kan-in",2
"ofth",1
"Shimozami",1
"subordin",4
"watcher",1
"Mitsuk",1
"lie",4
"Onin",2
"fought",29
"1467",6
"till",1
"1477",2
"civil",20
"broke",18
"Seii",40
"Taishogun",30
"subdu",57
"yoshimasa",15
"ASHIKAGA",56
"Chokusenwakashu",1
"antholog",36
"ninth",31
"aggreg",1
"OSHISAKA",1
"Omaro",1
"Parad",2
"neri",1
"oneri",1
"transfer",8
"portabl",8
"carri",38
"car",5
"float",11
"rite",19
"dedic",17
"audienc",6
"Odori",2
"danc",80
"district",38
"Kabu-renjo",1
"Tsuneto",1
"KANROJI",5
"1576-1602",1
"Ujizan",2
"MUNAKATA",7
"25th",4
"28th",3
"32nd",2
"35th",1
"Guji",3
"Munakata",12
"Taisha",11
"Hizen",12
"NAGATA",4
"Hokimindanki",1
"Histori",16
"Hoki",10
"Inabashi",1
"Inaba",11
"Masatsun",4
"KyOGOKU",28
"1502",3
"1508",9
"Kyogoku",8
"Gyokuyo",3
"Kanezan",3
"KUJO",25
"Kanpaku",31
"advis",24
"Daijo-daijin",4
"minist",31
"Honno-ji",2
"Hokke-shu",1
"Hommon-ryu",1
"Asahi",5
"Club",2
"Innai",1
"parliamentari",4
"Hyakuryo",1
"Kunyosho",1
"yoshimoto",6
"Nijo",13
"wrote",8
"yoshimitsu",9
"seii",27
"Ine",8
"KUSUMOTO",4
"1827",12
"1903",20
"obstetrician",1
"woman",106
"learn",19
"Ekisai",1
"TOMITORI",1
"unknown-April",2
"1822",10
"tenkokuka",11
"yadaijin",1
"statur",2
"Zuijin",2
"Zuijin-mon",1
"bow",7
"arrow",13
"observ",16
"left",16
"Kabuki",122
"kabuki",50
"independ",16
"Daishin-ji",1
"Takimoto-cho",1
"Tenri",16
"Kagemusha",2
"Shadow",1
"Warrior",2
"1980",4
"Akira",4
"KUROSAWA",1
"Kuwabara",1
"certain",29
"Nagayoshi",8
"KUWABARA",1
"Chunagon",8
"vice-councilor",5
"Shikibusho",3
"1661",9
"Tameyasu",5
"GOJO",5
"councilor",20
"1677",7
"yujiro",2
"1846-August",2
"Kuwana",6
"Fuyumun",1
"OINOMIKADO",16
"1357-June",1
"1405",6
"Extend",1
"northern",24
"Oura",2
"project",8
"Kugokata",1
"prepar",21
"KAyA",1
"Konoma",1
"693",1
"daisho",1
"armi",36
"Dai",4
"Jicchu",1
"726",1
"Mikako",2
"1894",11
"Sanmon",3
"front",15
"Konin",4
"Gishiki",6
"custom",40
"Book",19
"Keihan",57
"Hotel",6
"hotel",5
"Takabatak",3
"Town",63
"Battl",47
"Katsurakawara",1
"riverb",3
"Katsura-gawa",4
"odo-gawa",1
"night",11
"1527",6
"Mizuna",1
"potherb",1
"mustard",1
"Brassicacea",2
"Foundat",7
"holiday",9
"Tanada",1
"rice-produc",1
"1373-October",1
"1433",4
"Shaku",5
"commentari",18
"Sanken-Ikkyoku",1
"Jidai",3
"framework",6
"Hokkaido",16
"yabusam",2
"skill",12
"shoot",10
"whistl",2
"gallop",2
"yakusa",4
"Kaban",6
"eight",26
"Tenmu",12
"684",5
"Mahito",4
"Asomi",2
"Ason",4
"Sukun",6
"Imiki",2
"Michinoshi",1
"Muraji",3
"Inagi",1
"Tenpo-Oban",1
"Mimuroto-ji",1
"Morishige-ryu",1
"hojutsu",2
"Wamyo",1
"Ruijusho",1
"Land-tax",1
"reform",15
"conduct",44
"Govern",23
"Nihon",38
"teien",1
"landscap",8
"Tatsunosuk",2
"ICHIMURA",3
"1846",21
"Sanemichi",1
"1805",4
"Sokui",4
"rei",3
"notifi",1
"public",63
"succeed",12
"access",2
"Honcho",4
"Jinja",5
"Ko",7
"Razan",2
"HAyASHI",12
"yoshikaz",1
"Rairyu",1
"SHIMOTSUMA",4
"1609",9
"Otani",18
"Jigenin",2
"Shimobito",1
"Korin-in",1
"precinct",25
"Daihonzan",18
"Head",21
"Daitoku-ji",11
"Murasakino",9
"pair",10
"tabi",1
"Japan-specif",2
"feet",2
"Rinkyu-ji",1
"Shugakuin",6
"Matsui",1
"IN",2
"Miko",11
"1165",5
"zakki",1
"earthenwar",5
"Owari",11
"Nagato",3
"appoint",29
"payment",3
"tribut",8
"Toju",1
"NAKAE",2
"1648",9
"yomeigaku",2
"neo-Confucian",2
"Akizan",2
"1556",7
"early-Edo",1
"Sangaku",2
"mathemat",7
"puzzl",1
"solut",1
"wooden",29
"tablet",3
"frame",7
"abandon",3
"Sainoo-ji",1
"Kotoura-cho",1
"Tohaku-gun",1
"Tottori",8
"complex",5
"Horyu-ji-styl",1
"layout",4
"Hakuho",2
"yoshino-onsen",1
"Hot",14
"yoshino-cho",10
"oyatoi-gaikokujin",1
"hire",2
"American",2
"foster",3
"advanc",5
"technolog",4
"scholarship",3
"Unite",14
"banner",2
"product",51
"yoshiko",16
"Kanehira",3
"IMAI",7
"1152",5
"Naganari",2
"kuge",67
"Iemochi",2
"14th",12
"Nagashi-bina",1
"doll",11
"downriv",1
"said",64
"Doll",5
"Festiv",28
"Kazuma",2
"SAKURAI",3
"Kansetsu",1
"1883",6
"1945",13
"Daishi-do",1
"entitl",7
"Daishi",7
"Kyofuku",1
"KUDARANOKONIKISHI",2
"697",3
"766",2
"royal",27
"escap",5
"Baekj",7
"Josho",3
"Hidesuk",1
"NAKANOBO",1
"six",28
"deal",19
"promot",22
"Biwako-onsen",1
"hot",25
"spring",22
"Chagasaki",1
"Otsu",44
"Omuro-Ninnaji",1
"Omuro",11
"Komatsuno-cho",1
"Kitano",14
"Keifuku",20
"Railroad",19
"Co",46
"Ltd",37
"Wall",1
"paint",70
"appli",10
"surfac",6
"wall",19
"ceil",1
"cave",8
"Hatsuni",1
"ship",15
"factori",6
"warehous",11
"Natsumatsuri",2
"Naniwa-kagami",1
"ningyo",10
"joruri",10
"puppet",19
"drama",72
"kyogen",14
"comic",23
"Mizunomi",1
"Byakusho",1
"water",42
"peasant",16
"did",15
"harvest",11
"although",9
"census",1
"Shake",1
"Junyo",1
"1720",7
"1760",7
"18th",6
"Hoshu",8
"Higashi",26
"Kurumazakijinja",1
"Saga-nakamata-cho",1
"leek",2
"scientif",12
"Allium",2
"chines",2
"syn",1
"bakeri",1
"herbac",2
"perenni",5
"liliacea",1
"alliacea",1
"Takanao",3
"Isa-ha",1
"buke-sado",2
"Toshihiro",1
"Hidenobu",1
"Azuchi-momoyama",14
"Tsubo-sen",1
"shuzo-yaku",1
"sakatsubosen",1
"Sakaya",3
"dealer",2
"Misomatsukaz",1
"bake",5
"confectioneri",15
"Nagasunehiko",1
"Sayaka",1
"沙也可",1
"沙也加",1
"1571",4
"1643",9
"Chung-seon",1
"alleg",5
"went",7
"Kiyomasa",3
"KATO",5
"Bunroku-Keicho",7
"Jinshin",4
"waran",1
"surrend",2
"off",21
"Matsunaga",2
"1364",3
"1417",6
"MIURA",15
"advoc",14
"orthodoxi",1
"World",20
"TAKASHINA",6
"Eishi",2
"1151-1216",1
"politician",55
"Hosso",22
"Nanto",13
"rokushu",2
"flourish",23
"Noborioji-cho",2
"Shinran",17
"Tadafuyu",2
"Kendan-sata",1
"lawsuit",4
"trial",14
"crimin",13
"case",26
"distress",1
"Frigat",1
"Ertuğrul",2
"shipwreck",1
"sail",2
"frigat",1
"Ottoman",1
"Navi",14
"suffer",4
"Kashinozaki",1
"Lighthous",1
"Kii-Oshima",1
"Kushimoto-cho",1
"1890",13
"Umaya",1
"himemiko",11
"Shotoku",14
"Kashiwadenominoiratsum",1
"This",21
"Sino-Japanes",6
"Nobumoto",1
"1137",2
"-date",1
"Hikoichi",1
"ORITA",2
"1849-Januari",1
"1920",14
"Gango-ji",4
"count",6
"Seven",8
"Great",30
"Bachi",1
"撥",1
"stick-shap",1
"tool",41
"pluck",2
"hook",1
"releas",6
"hammer",1
"instrument",35
"Septwmber",1
"1470",2
"Territori",3
"Lord",6
"Militari",14
"Commission",5
"Sekkyo-bushi",1
"ballad",8
"説経節",1
"oral",4
"early-modern",16
"Choin",1
"FURUICHI",3
"1452",5
"Shotenroku",2
"premium",3
"gave",11
"bonus",1
"addit",5
"stipend",8
"yudofu",1
"tofu",11
"Kogikoso",1
"藤原古木古曾",2
"Sukemichi",2
"Michisaki",2
"1591",3
"1635",8
"Sukiya-zukuri",2
"architectur",37
"character",6
"residenti",9
"sukiya",1
"teahous",3
"Gener",5
"respons",26
"Reizei",8
"Thirty-Six",2
"Poet",12
"36",11
"Thirty-six",3
"Select",3
"Kinto",6
"Toshisada",2
"BOJO",3
"1252",5
"1310",4
"Bunpo",1
"Compromis",1
"agreement",15
"1317",8
"Gofukakusa",4
"Jimyoin-to",4
"Gokomatsu",4
"Kameyama",15
"Daikakuji-to",2
"Gosaga",2
"Nishikyogoku",8
"Basebal",1
"Stadium",6
"basebal",2
"park",23
"athlet",3
"Toshiaki",2
"KIRINO",1
"1877",15
"Motohisa",2
"JIMyOIN",3
"1584",6
"valid",2
"Nijuyohai",1
"discipl",12
"propag",5
"faith",10
"Hogi",1
"Sukezaemon",1
"RUSON",1
"1565",15
"trader",2
"Sakai",14
"Izumi",17
"Ariharu",1
"1569",11
"practition",8
"Jissha-daimyojin",1
"ten",17
"Mikenu",2
"nephew",1
"sea",24
"brother",19
"Jinmu",16
"Sukefuji",1
"Sukehisa",1
"MACHI",4
"1366",3
"1409",4
"Makura",8
"Soshi",11
"Shunshosho",1
"Pillow",5
"Taki",1
"686",6
"751",1
"peirod",1
"Juichii",3
"First",14
"shinkai",4
"grant",30
"sonnoron",1
"valu",12
"els",1
"Morikan",1
"Wakisaka",1
"Tsukimi",1
"view",20
"moon",7
"full",7
"Mokkatsuji-ban",2
"wood",24
"movable-typ",2
"print",26
"sometim",20
"narrowli",2
"interpret",16
"Kinsei",4
"Sumizom",1
"Fukakusa-kitashin-machi",1
"yomogiu",1
"54",12
"Oiwa-kaido",1
"road",26
"toge-michi",1
"ridg",3
"Inari-taisha",1
"hill",5
"Mt",83
"Oiwa",3
"Kunitak",1
"KUME",4
"thesi",2
"wa",1
"saiten",1
"kozoku",6
"Is",1
"Remnant",1
"Ancient",79
"Custom",1
"Worship",2
"Heaven",8
"reprint",1
"1892",9
"Shikai",1
"Ocean",1
"Ukichi",2
"TAGUCHI",3
"edit",11
"problem",2
"Kume",5
"lost",4
"professor",3
"Tabe",1
"cultiv",16
"miyak",1
"sovereignti",22
"Shakui",1
"tempor",2
"bestow",8
"Ikai",11
"Shinsen-gumi",4
"Shinpei",3
"ETO",1
"1934",9
"Kinkichi",1
"NAKATA",1
"1926",16
"Sumitomo",4
"Ushiwakamaru",1
"song",29
"Tadahiro",2
"KONOE",24
"Kinatsu",2
"SANJO",22
"1439",4
"1507",5
"Cabl",6
"cabl",4
"yawatashi",1
"Otokoyama-sanjo",1
"Tanab",9
"Shisei",2
"Seido",1
"accord",48
"degre",6
"Sovereignti",1
"let",3
"privileg",11
"Roju",7
"Mirror",8
"tale",32
"biograph",2
"record",52
"Takako",6
"1852-July18",1
"granddaught",1
"Philipp",1
"Franz",1
"von",1
"Siebold",1
"Tsunetaka",3
"1682",7
"Toyohara",1
"Tokiaki",2
"1100",4
"gakunin",2
"An",17
"ochimusha",1
"defeat",11
"surviv",3
"flee",1
"Ikumi-tenmangu",1
"Sonobe-cho",6
"Jurakudai",1
"Jurakutei",1
"Hideyoshi",31
"TOyOTOMI",35
"Uchino",1
"Precinct",1
"Sakaiura",3
"Taka",5
"MURAyAMA",2
"1809",12
"1876",9
"heroin",3
"Hana",4
"shogai",1
"life",16
"Seiichi",2
"FUNAHASHI",1
"toshid",1
"toshidachi",1
"chronolog",5
"basi",10
"Kaoru",3
"yamatomun",1
"Takaheizukuri",1
"Rout",13
"depart",15
"Shin-Tanab",2
"Kyotanab",9
"Futsunushi",1
"kami",46
"Masatomo",4
"INABA",19
"1729",7
"Sakura",3
"Shimosa",3
"yoshimun",9
"c",43
"1178",5
"Mototo",3
"Mototada",6
"SONO",7
"1573",13
"1613",6
"Toei",3
"Movi",2
"theme",10
"Hachigaoka-cho",1
"rank-and-fil",1
"1473",5
"mandokoro",2
"shitsuji",2
"bodi",28
"Sukehira",2
"986-Januari",1
"Sanshamairi",1
"visit",31
"Kyoraku-koen",1
"center",48
"Naka-Maizuru",1
"almost",7
"Toshimata",1
"Dec",3
"Feb",4
"1662",10
"Danjiri-bayashi",1
"draw",9
"danjiri",4
"decor",15
"doe",7
"possess",12
"reason",4
"hetari",1
"itself",18
"turret",4
"boat",6
"funatogyo",1
"cross",5
"river",16
"Jogyo",2
"zanmai-do",1
"jogyo",1
"zanmai",1
"Shishuzanmai",1
"samadhi",1
"Chonmag",1
"topknot",1
"tie",9
"men",20
"KI",23
"Tsuno",1
"Tomomun",2
"1184-",1
"1255",4
"Taira",30
"Masachika",5
"KUMEBE",1
"1841-Septemb",1
"1910",17
"Settsu",19
"Kikuo",2
"TOMOEDA",1
"1908",14
"1996",5
"Nikken",1
"1560",4
"Sueyuki",1
"1114-1162",1
"Nishioumi-ji",1
"highway",11
"stretch",6
"Oumi",1
"Echizen",6
"Hokuriku",5
"Fuyutada",1
"大炊御門",1
"冬忠",1
"1218",4
"1268",4
"Akumochizak",1
"akumochishu",1
"ad",17
"charcoal",4
"unrefin",4
"yasumasa",4
"958-1036",1
"courtier",14
"Shogatsugoto-hajim",1
"Prepar",1
"welcom",4
"Reisai",1
"saishi",1
"shinto",9
"Nison-in",1
"Sagano",25
"prove",5
"Kokufu-bunka",1
"cultur",86
"Sanno",3
"Shinko",1
"Hiyoshi",2
"foot",20
"Hiei",15
"Bikkaiho",1
"Adulteri",1
"Control",2
"Law",22
"handl",10
"adulteri",1
"Anna",2
"ostrac",1
"969",6
"Gozoku",16
"Sumiya",3
"violent",1
"act",45
"Kamo",7
"SERIZAWA",2
"ageya",2
"high-class",1
"harlot",1
"dispatch",16
"guest",12
"Shimabara",13
"1863",23
"Tasuku",2
"unknown-Februari",2
"935",5
"Honkoku-ji",4
"yamashina",36
"Kintomo",2
"ANEGAKOJI",9
"ANEKOJI",2
"1840",21
"Higashino",1
"railroad",15
"Kojinguchi-dori",1
"eat-west",1
"Red",3
"Flag",1
"socialist",7
"Munesuk",2
"1077",5
"-Februari",1
"1162",12
"Daijodaijin",2
"complet",32
"realiz",1
"Enku",1
"960-Septemb",1
"1039",4
"Shui",12
"Ojo-den",1
"Shinengo",1
"nengo",2
"declar",3
"stabl",4
"South",6
"Gozanha",1
"Gozansorin",1
"Zenrin",2
"protect",25
"Gozan-Jissetsu-Shozan",1
"than",30
"Gozan",10
"Jissetsu",3
"Bugei",1
"battlefield",3
"Toyoichiro",1
"NISHIKUBO",1
"1870",20
"1905",15
"Shinrai",1
"1513",6
"bokan",2
"monzeki",2
"led",25
"Mitsusuk",3
"NASU",1
"Kenji",3
"MIZOGUCHI",1
"1956",3
"Tokyo",44
"Sayoko",2
"マキノ佐代子",1
"her",49
"牧野左代子",1
"1958",3
"actress",8
"Setagaya",1
"Tamagawa",1
"Gyokusen",1
"Enshu-ryu",1
"Shamisen",1
"neck",3
"yasushig",3
"1586-Septemb",1
"fue",2
"sound",3
"air",7
"zuihitsu",1
"essay",6
"random",3
"jot",1
"Sei",3
"Shonagon",4
"Datto",2
"SHIBA",16
"may",5
"Tachito",3
"SHIME",1
"seem",3
"come",17
"Masato",2
"1730",10
"Shinnenkai",1
"Itaro",1
"2007",4
"textil",5
"workman",4
"Nishijin",4
"Onimasumishiritsuhiko-jinja",1
"Tawaramoto-cho",4
"Uzagaku",1
"Ozagaku",1
"chamber",3
"Ryukyu",6
"Aizan",2
"yAMAJI",4
"1865-March",2
"critic",14
"Santei",1
"KIBI",3
"Makibi",2
"yAMATO",3
"Nagaoka",5
"769",1
"Rangaku",2
"Kotohajim",1
"Begin",1
"memoir",2
"Genpaku",2
"SUGITA",3
"83",1
"1815",5
"think",2
"back",18
"pioneer",3
"sent",21
"Gentaku",1
"OTSUKI",2
"Takamatsunomiya",1
"yoshihito",2
"1638",6
"Kotohiki-hama",1
"Beach",2
"sandi",1
"beach",2
"Amino-cho",7
"Shoshi",13
"Masako",12
"Soga",17
"Uji-Umonji",1
"Horikawa",6
"1079",2
"1107",5
"seventy-third",1
"1086",5
"Kanrei-dai",1
"job",10
"Naoo",1
"NAKAHARA",7
"Ijuin-cho",1
"policeman",1
"TOKUOKA",1
"1896",13
"1972",4
"Awa",12
"Wasanbonto",1
"refin",7
"sugar",22
"particular",23
"Tokushima",8
"Danrin-ha",1
"shool",1
"Haikai",4
"seventeen-syl",4
